qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q30753669,Goa,15.500172,73.906491,"Church of St. Augustine, Goa",,,,,"വി. ആഗസ്റ്റിന്റെ ദേവാലയം, ഗോവ",,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Goa%20vecchia%2C%20rovine%20della%20chiesa%20di%20sant%27agostino%2001.jpg?width=640,,,baroque architecture,,,,Monument of National Importance; Heritage of Portuguese Influence,,"St. Augustine Church, Goa",https://upload.wikimedia.org/wikipedia/commons/8/8c/Churches_and_Convents_of_Goa-109264.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Churches_and_Convents_of_Goa-109264.jpg,CC BY-SA 3.0 igo,Francesco Bandarin,"https://en.wikipedia.org/wiki/Church_of_St._Augustine,_Goa",N-GA-12
Q31368446,Tamil Nadu,12.767500,79.692500,Kuranganilmuttam rock-cut shrine,,குரங்கணில்முட்டம் குடைவரை,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kuranganilmuttam%2001.jpg?width=640,,,,,,,Monument of National Importance,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kuranganilmuttam%2001.jpg?width=640,CC BY-SA 4.0,Nandhinikandhasamy,,N-TN-C201
Q31727758,West Bengal,23.220278,88.364722,Nava-Kailasha Temple,,புதிய கைலாச கோயில்,,,,নব কৈলাশ মন্দির,ନବ କୈଳାସ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/108%20Shiv%20mandir.jpg?width=640,,,At-chala,,,,Monument of National Importance,,Nava Kailash,,http://commons.wikimedia.org/wiki/Special:FilePath/108%20Shiv%20mandir.jpg?width=640,CC BY-SA 4.0,Sudipta Maulik,https://en.wikipedia.org/wiki/Naba_Kailash_Mandir,N-WB-54-g
Q31727762,West Bengal,23.221268,88.365701,Krishna Chandraji Temple,,,,,,কৃষ্ণচন্দ্রজী মন্দির,କୃଷ୍ଣଚନ୍ଦ୍ରଜୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Krishna%20Chandraji%20Temple%20-%20Kalna%20-%202.jpg?width=640,,,Panchabimsati-ratna,,,,Monument of National Importance,,Krishna Chandra Mandir,,http://commons.wikimedia.org/wiki/Special:FilePath/Krishna%20Chandraji%20Temple%20-%20Kalna%20-%202.jpg?width=640,CC BY-SA 4.0,Sumit Surai,,N-WB-54-e
Q31727767,West Bengal,23.221041,88.364875,Pratapeswar Siva Temple,,,,,,প্রতাপেশ্বর মন্দির,ପ୍ରତାପେଶ୍ବର ମନ୍ଦିର,प्रतापेश्वर शिव मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Pratapeswar%20Shiva%20Temple.jpg?width=640,,,Deul,,,,Monument of National Importance,,Pratapeswar Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Pratapeswar%20Shiva%20Temple.jpg?width=640,,,,N-WB-54-i
Q3380656,Telangana,18.259444,79.942500,Ramappa Temple,ramappa temple,ராமப்பா கோயில்,రామప్ప దేవాలయం,ರಾಮಪ್ಪ ದೇವಾಲಯ,രാമപ്പ ക്ഷേത്രം,রামাপ্পা মন্দির,ରାମାପ୍ପା ମନ୍ଦିର,रामप्पा मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Master%20piece%20of%20ramappa%20temple.jpg?width=640,Shiva,,,,,,World Heritage Site; Monument of National Importance,,Ramappa Temple,https://upload.wikimedia.org/wikipedia/commons/2/29/Ramappa_Temple_%28Human_Scale%29.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Ramappa_Temple_%28Human_Scale%29.jpg,,,https://en.wikipedia.org/wiki/Ramappa_Temple,N-TG-5
Q3437182,Tamil Nadu,10.948410,79.356708,Airavatesvara Temple,एरावतेश्वर मंदिर,ஐராவதேஸ்வரர் கோயில்,ఐరావతేశ్వర దేవాలయం,,ഐരാവതേശ്വര ക്ഷേത്രം,ঐরাবতেশ্বর মন্দির,,ऐरावतेश्वर,,http://commons.wikimedia.org/wiki/Special:FilePath/%22A%20beautiful%20angle%20of%20Airavatesvara%20Temple%22.JPG?width=640,Shiva,,Hindu temple architecture,,Rajaraja II,1166-01-01T00:00:00Z,part of UNESCO World Heritage Site; Monument of National Importance,,Airavatesvara Temple,https://upload.wikimedia.org/wikipedia/commons/9/99/A_different_view_of_Airavatesvara_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/9/99/A_different_view_of_Airavatesvara_Temple.jpg,CC BY-SA 4.0,Supraja kannan,https://en.wikipedia.org/wiki/Airavatesvara_Temple,N-TN-C189
Q3517553,Karnataka,16.020667,75.881944,"Durga temple, Aihole",ऐहोले का दुर्गा मंदिर,"துர்கை கோயில், அய்கொளெ","దుర్గా దేవాలయం, ఐహోల్","ದುರ್ಗಾ ದೇವಾಲಯ, ಐಹೊಳೆ","ദുർഗ ക്ഷേത്രം, ഐഹോൾ",,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Aihole.jpg?width=640,,,,,,,Monument of National Importance,,"Durga Temple, Aihole",https://upload.wikimedia.org/wikipedia/commons/9/9d/Durga_Temple_-_General_View.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Durga_Temple_-_General_View.jpg,CC BY-SA 4.0,Itsmalay~commonswiki,"https://en.wikipedia.org/wiki/Durga_temple,_Aihole",N-KA-D61
Q3517561,Karnataka,13.213194,75.995000,Hoysaleswara Temple,halebedu temple,ஹோய்சாலேஸ்வரர் கோவில்,హొయసలేశ్వర ఆలయం,ಹೊಯ್ಸಳೇಶ್ವರ ದೇವಸ್ಥಾನ,ഹൊയ്സാളേശ്വരക്ഷേത്രം,হৈসলেশ্বর মন্দির,,होयसळेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Hoysaleshwara%20temple%20in%20Monsoon.JPG?width=640,Shiva,,,,Hoysala Empire,1160-01-01T00:00:00Z,part of UNESCO World Heritage Site; Monument of National Importance,,Hoysaleswara Temple,https://upload.wikimedia.org/wikipedia/commons/0/0d/Hoysaleshwara_temple_in_Monsoon.JPG,https://upload.wikimedia.org/wikipedia/commons/0/0d/Hoysaleshwara_temple_in_Monsoon.JPG,CC BY-SA 3.0,Karthikbs23,https://en.wikipedia.org/wiki/Hoysaleswara_Temple,N-KA-B112
Q3517573,Karnataka,16.019911,75.881239,Lad Khan Temple,,சாளுக்கிய சிவன் கோயில்,చాళుక్య శివాలయం,ಚಾಲುಕ್ಯ ಶಿವ ದೇವಾಲಯ,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lad%20NKAD90.JPG?width=640,Shiva,,,,,,Monument of National Importance,,Chalukya Shiva Temple,https://upload.wikimedia.org/wikipedia/commons/8/83/Lad_NKAD90.JPG,https://upload.wikimedia.org/wikipedia/commons/8/83/Lad_NKAD90.JPG,CC BY-SA 3.0,Meesanjay,https://en.wikipedia.org/wiki/Chalukya_Shiva_Temple,N-KA-D90
Q3517629,Tamil Nadu,8.398970,77.297478,Thirunadhikkara Cave Temple,,திருநந்திக்கரை குகைக் கோயில்,తిరునంధిక్కర దేవాలయం,,തിരുനന്തിക്കര ശാസനങ്ങൾ,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%2C%20Thirunanthikarai%20rock-cut%20cave%20temple%2C%20Kanyakumari%20district%20-%20third%20version.jpg?width=640,,,,,,,Monument of National Importance,,"Rock cut cave temple, Thirunandikkare; Thirunadhikkara Cave Temple",https://upload.wikimedia.org/wikipedia/commons/4/40/Entrance%2C_Thirunanthikarai_rock-cut_cave_temple%2C_Kanyakumari_district_-_third_version.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Entrance%2C_Thirunanthikarai_rock-cut_cave_temple%2C_Kanyakumari_district_-_third_version.jpg,CC BY-SA 4.0,Ms Sarah Welch,https://en.wikipedia.org/wiki/Thirunadhikkara_Cave_Temple,N-TN-T13
Q3517635,Odisha,20.240400,85.831500,Yameshwar Temple,यमेश्वर मंदिर,,యమేశ్వరాలయం,ಯಮೇಶ್ವರ ದೇವಸ್ಥಾನ,യമേശ്വർ ക്ഷേത്രം,যমেশ্বর মন্দির,ଯମେଶ୍ୱର ମନ୍ଦିର,यमेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Yameswar%20Temple%2C%20Bhubaneswar.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Yameshwar Temple,https://upload.wikimedia.org/wikipedia/commons/c/c3/Collage_of_Jameswar_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/Collage_of_Jameswar_Temple.jpg,CC BY-SA 4.0,Sailesh Patnaik,https://en.wikipedia.org/wiki/Yameshwar_Temple,N-OR-54
Q3517721,Karnataka,15.920833,75.687778,"Bhutanatha group of temples, Badami","भूतनाथ मन्दिर समूह, बादामी","பூதநாதர் கோயில்கள், பாதாமி","భూతనాథ దేవాలయాల సమూహం, బాదామి","ಭೂತನಾಥ ದೇವಾಲಯಗಳ ಗುಂಪು, ಬಾದಾಮಿ",,"ভূতনাথ গুচ্ছ মন্দির, বাদামি, কর্ণাটক",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bhutanatha%20temple%20in%20Badami%2C%20Karnataka%2C%20India.jpg?width=640,,,,,,,Monument of National Importance,,"Bhutanatha group of temples, Badami",https://upload.wikimedia.org/wikipedia/commons/1/17/Bhutanatha_group_of_temples%2C_Badami.jpg,https://upload.wikimedia.org/wikipedia/commons/1/17/Bhutanatha_group_of_temples%2C_Badami.jpg,CC BY-SA 4.0,Ravimgpm,"https://en.wikipedia.org/wiki/Bhutanatha_group_of_temples,_Badami",N-KA-D105
Q3536222,Karnataka,13.162861,75.860556,Chennakesava Temple,चेन्नकेशव मन्दिर,சென்னகேசவர் கோயில்,చెన్న కేషవ ఆలయము,"ಚೆನ್ನಕೇಶವ ದೇವಾಲಯ, ಬೇಲೂರು","ചെന്നകേശവ ക്ഷേത്രം, ബേലൂർ",চেন্নাকেশব মন্দির,,चेन्नकेशव मंदिर (बेलूर),,http://commons.wikimedia.org/wiki/Special:FilePath/Chennakeshava%20Temple%20at%20Belur.jpg?width=640,Vishnu,,,,Vishnuvardhana,1117-01-01T00:00:00Z,State Protected Monument; Monument of National Importance; part of UNESCO World Heritage Site,,"Chennakesava Temple, Belur",https://upload.wikimedia.org/wikipedia/commons/0/0a/The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/The_Courtyard_of_Chennakesava_Temple_-_Belur.jpg,,,"https://en.wikipedia.org/wiki/Chennakeshava_Temple,_Belur",N-KA-B109; S-KA-368
Q3536413,Odisha,20.262800,85.786000,Udayagiri and Khandagiri Caves,उदयगिरि,"உதயகிரி, கந்தகிரி குகைகள்","ఉదయగిరి, ఖండగిరి గుహలు",ಉದಯಗಿರಿ ಮತ್ತು ಖಂಡಗಿರಿ ಗುಹೆಗಳು,ഉദയഗിരി-ഖണ്ഡഗിരി ഗുഹകൾ,উদয়গিরি এবং খণ্ডগিরি গুহা,ଉଦୟଗିରି ଓ ଖଣ୍ଡଗିରି ଗୁମ୍ଫା,उदयगिरी आणि खंडगिरी लेणी,,http://commons.wikimedia.org/wiki/Special:FilePath/Khandagari%20and%20Udaygiri%20featured%20image.jpg?width=640,,,,,,,Monument of National Importance,,Udayagiri and Khandagiri Caves,https://upload.wikimedia.org/wikipedia/commons/7/72/Khandagari_and_Udaygiri_featured_image.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Khandagari_and_Udaygiri_featured_image.jpg,CC BY 4.0,Government of Odisha,https://en.wikipedia.org/wiki/Udayagiri_and_Khandagiri_caves,N-OR-70
Q3537502,Karnataka,12.275737,76.881556,Chennakesava Temple at Somanathapura Mysore,"चेन्नाकेशव मंदिर, सोमनाथपुर",சென்னகேசவர் கோயில்,"చెన్నకేశవ ఆలయం, సోమనాథపుర",ಶ್ರೀ ಚೆನ್ನಕೇಶವ ದೇವಸ್ಥಾನ,"ചെന്നകേശവക്ഷേത്രം, സോമനാഥപുര",,,चेन्नकेशव मंदिर (सोमनाथपुरा),,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Chennakesava%20temple%20at%20Somanathpura%2C%20from%20the%20porch%20entrance.jpg?width=640,,,,,,,part of UNESCO World Heritage Site; Monument of National Importance,,"Chennakesava Temple, Somanathapura",https://upload.wikimedia.org/wikipedia/commons/b/bd/Le_temple_de_Chennakesava_%28Somanathapura%2C_Inde%29_%2814465165685%29.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Le_temple_de_Chennakesava_%28Somanathapura%2C_Inde%29_%2814465165685%29.jpg,CC BY 2.0,"Jean-Pierre Dalbéra from Paris, France","https://en.wikipedia.org/wiki/Chennakeshava_Temple,_Somanathapura",N-KA-B160
Q3595372,Kerala,9.965927,76.241078,St. Francis Church,"सेंट फ्रांसिस चर्च ,कोचीन",புனித பிரான்சிசு தேவாலயம்,"సెయింట్ ఫ్రాన్సిస్ చర్చి, కొచ్చి",,"സെന്റ് ഫ്രാൻസിസ് പള്ളി, ഫോർട്ട് കൊച്ചി",,,"सेंट फ्रांसिस चर्च, कोची",,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20of%20St%20Anthony%20of%20Lisbon.jpg?width=640,,,,,,1503-01-01T00:00:00Z,Monument of National Importance; Heritage of Portuguese Influence,,"St. Francis Church, Kochi",https://upload.wikimedia.org/wikipedia/commons/3/34/St_Francis_Church_Fort_Kochi_DSC_1048.JPG,https://upload.wikimedia.org/wikipedia/commons/3/34/St_Francis_Church_Fort_Kochi_DSC_1048.JPG,,,"https://en.wikipedia.org/wiki/Church_of_Saint_Francis,_Kochi",N-KL-2
Q3595679,Tamil Nadu,13.078700,80.286600,"St. Mary's Church, Chennai",,புனித மேரி தேவாலயம்,,,"സെന്റ് മേരീസ് പള്ളി, ചെന്നൈ",,,,,http://commons.wikimedia.org/wiki/Special:FilePath/St%20Mary%27s%20Church%20Chennai.jpg?width=640,Mary,Anglicanism,,,,,Monument of National Importance,,"St. Mary's Church, Chennai",https://upload.wikimedia.org/wikipedia/commons/c/c6/St_Mary%27s_Church_Chennai.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c6/St_Mary%27s_Church_Chennai.jpg,,,"https://en.wikipedia.org/wiki/St._Mary%27s_Church,_Chennai",N-TN-C12
Q3635669,Odisha,20.241583,85.851803,Muktesvara deula,मुक्तेश्वर मंदिर,"முக்தீஸ்வரர் கோயில், ஒடிசா",ముక్తేశ్వర దేవాలయం,ಮುಕ್ತೇಶ್ವರ ದೇವು,"മുക്തേശ്വര ക്ഷേത്രം, ഭുവനേശ്വർ","মুক্তেশ্বর মন্দির, ভুবনেশ্বর",ମୁକ୍ତେଶ୍ଵର ଦେଉଳ,मुक्तेश्वर मंदिर,,http://commons.wikimedia.org/wiki/Special:FilePath/Muktesvara%20deula.jpg?width=640,Shiva,,,,,1000-01-01T00:00:00Z,Monument of National Importance,,Mukteshvara Temple,https://upload.wikimedia.org/wikipedia/commons/7/7c/Muktesvar_Temple.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7c/Muktesvar_Temple.jpg,CC BY-SA 4.0,Robin Mohapatra,"https://en.wikipedia.org/wiki/Mukteshvara_Temple,_Bhubaneswar",N-OR-76
Q3690986,Karnataka,13.741480,75.853686,Amrutesvara Temple,अमृतेस्वारा मंदिर,"அமிர்தேஸ்வரர் கோயில், அமிர்தபுரம்","అమృతేశ్వర దేవాలయం, అమృత్ పుర",ಅಮೃತಪುರ,അമൃതേശ്വര ക്ഷേത്രം,"অমৃতেশ্বর মন্দির, অমৃতপুরা",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Amrutesvara%20temple%20at%20Amruthapura%20in%20Chikkamagaluru%20district.JPG?width=640,,,,,,,Monument of National Importance,,"Amrutesvara Temple, Amruthapura",https://upload.wikimedia.org/wikipedia/commons/6/63/Amrutesvara_temple_at_Amruthapura_in_Chikkamagaluru_district.JPG,https://upload.wikimedia.org/wikipedia/commons/6/63/Amrutesvara_temple_at_Amruthapura_in_Chikkamagaluru_district.JPG,CC BY-SA 3.0,Dineshkannambadi,"https://en.wikipedia.org/wiki/Amrutesvara_Temple,_Amruthapura",N-KA-B84
Q38251122,Rajasthan,28.004700,73.300655,Bhandasar Jain Temple,,,,,ഭണ്ഡാസർ ജൈനക്ഷേത്രം,,,,ભંડાસર જૈન મંદિર,http://commons.wikimedia.org/wiki/Special:FilePath/Bhandasar%20Jain%20temple%20exterior%20-%202.jpg?width=640,Sumatinātha,Jainism,,,seth bhanda sah,1514-01-01T00:00:00Z,Monument of National Importance,,Bhandasar Jain Temple,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bhandasar_Jain_temple_exterior_-_1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bhandasar_Jain_temple_exterior_-_1.jpg,CC BY-SA 4.0,Vivek B Govindaraju,https://en.wikipedia.org/wiki/Bhandasar_Jain_Temple,N-RJ-22
Q38251421,Maharashtra,17.971028,75.132111,Shri Laxmi Narsimha Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Narsimha%20temple%20of%20Nira%20Narsingpur.jpg?width=640,,,,,,,State Protected Monument,,"Lakshmi Narasimha Temple, Nira Narsingpur",,http://commons.wikimedia.org/wiki/Special:FilePath/Narsimha%20temple%20of%20Nira%20Narsingpur.jpg?width=640,,,,S-MH-206
Q391123,Goa,15.500868,73.911591,Basilica of Bom Jesus,बॉम जीसस का बेसिलिका,குழந்தை இயேசு பெருங்கோவில்,బాసిలికా ఆఫ్ బొమ్ జీసస్,ಬಾಮ್ ಜೀಸಸ್ ಬಸಿಲಿಕಾ,ബോം ജീസസ് ബസിലിക്ക,,,,બેસિલિકા ઑફ બોમ જીસસ,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20of%20St.%20Francis%20Xavier%2C%20old%20goa.JPG?width=640,,Catholicism,baroque architecture,,,1605-05-15T00:00:00Z,Heritage of Portuguese Influence; Monument of National Importance,,Basilica of Bom Jesus (Goa),https://upload.wikimedia.org/wikipedia/commons/9/9e/Front_Elevation_of_Basilica_of_Bom_Jesus.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Front_Elevation_of_Basilica_of_Bom_Jesus.jpg,CC BY-SA 4.0,iMahesh,https://en.wikipedia.org/wiki/Basilica_of_Bom_Jesus,N-GA-6
Q41135737,Kerala,10.807513,76.189522,Kaithali Temple,,,పట్టంబి శివ టెంపుల్,,കൈത്തളി ശിവക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kaithali.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Pattambi Shiva Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Kaithali.jpg?width=640,CC BY-SA 3.0,Narayananknarayanan,,N-KL-7
Q41153288,Gujarat,22.752210,74.201470,"Shiva Temple, Bavka","शिव मंदिर, बावका",,"శివాలయం, బావ్కా",,,,,,"શિવ મંદિર, બાવકા",http://commons.wikimedia.org/wiki/Special:FilePath/0092723%20Mahadev%20temple%2C%20Bavka%20Dahod%20Gujarat%20114.jpg?width=640,Shiva,,,,,,Monument of National Importance,,Bawka Shiva Temple,https://upload.wikimedia.org/wikipedia/commons/6/66/Bawka.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Bawka.jpg,CC BY-SA 3.0,Bharadwajgv,"https://en.wikipedia.org/wiki/Shiva_Temple,_Bavka",N-GJ-77
Q41476430,Jharkhand,21.987338,85.889249,Benisagar temple complex,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Excavation%20Place%20of%20Eastern%20Coast%20of%20Benisagar%20View%202.jpg?width=640,,,,,,,Monument of National Importance,,Benisagar Temple complex,,http://commons.wikimedia.org/wiki/Special:FilePath/Excavation%20Place%20of%20Eastern%20Coast%20of%20Benisagar%20View%202.jpg?width=640,CC BY-SA 4.0,R Ashwani Banjan Murmu,,N-JH-13
Q42103094,Uttar Pradesh,24.517856,78.246453,Jain temples of Deogarh,,தியோகர் சமணர் கோயில்கள்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Devgarha2.jpg?width=640,,,,,,,Monument of National Importance,,"Jain temples in Deogarh, Uttar Pradesh",https://upload.wikimedia.org/wikipedia/commons/c/ce/Devgarha2.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ce/Devgarha2.jpg,GFDL,The original uploader was Malaiya at English Wikipedia.,https://en.wikipedia.org/wiki/Jain_temples_of_Deogarh,N-UP-L207
